-PAD-	0.32369113	0.27303243	0.36971077	0.5213738	0.25793362	0.34235936	0.5242703	0.27320713	0.41506344	0.4748715	0.47306013	0.23653199	0.27270845	0.38967386	0.44903025	0.44443944	0.4255579	0.35950285	0.47501105	0.37739	0.30322927	0.3483475	0.2704183	0.49528077	0.33796096	0.3317037	0.40719175	0.47716856	0.34618083	0.43791667	0.22305606	0.55044925	0.22352816	0.22459367	0.31916013	0.38288164	0.50287193	0.51428324	0.3335193	0.3012563	0.37248346	0.5818395	0.18637504	0.37063944	0.37584326	0.33637705	0.21302365	1.0680135	0.25442085	0.32803124	0.26628923	0.3431164	0.31138295	0.27179632	0.25071478	0.4202699	0.4333917	0.3464781	0.3902095	0.30790603	0.16083838	0.3806413	0.44593108	0.46182397	0.484736	0.3174018	0.326994	0.22155568	0.3321346	0.4131492	0.28412002	0.20340265	0.3651615	0.50808436	0.31903183	0.35483652	0.58255374	0.4653328	0.5577119	0.37694988	0.29343006	0.3658476	0.3681619	0.4435142	0.43447548	0.3023597	0.42766184	0.31303006	0.5176711	0.23770235	0.3936248	0.3981663	0.23364966	0.38606	0.817698	0.35172895	0.32336482	0.3256228	0.34216833	0.47283497	0.38403708	0.5098363	0.34018296	0.25327724	0.27980113	0.33194038	0.51089126	0.39940315	0.51782537	0.35231653	0.36401802	0.2104162	0.37385076	0.4565736	0.38873482	0.27400136	0.3480946	0.35178968	0.3240893	0.7405618	0.30570102	0.47446457	0.401174	0.57443404	0.30952206	0.2332396	0.38574278	0.19726978
-OOV-	0.32369113	0.27303243	0.36971077	0.5213738	0.25793362	0.34235936	0.5242703	0.27320713	0.41506344	0.4748715	0.47306013	0.23653199	0.27270845	0.38967386	0.44903025	0.44443944	0.4255579	0.35950285	0.47501105	0.37739	0.30322927	0.3483475	0.2704183	0.49528077	0.33796096	0.3317037	0.40719175	0.47716856	0.34618083	0.43791667	0.22305606	0.55044925	0.22352816	0.22459367	0.31916013	0.38288164	0.50287193	0.51428324	0.3335193	0.3012563	0.37248346	0.5818395	0.18637504	0.37063944	0.37584326	0.33637705	0.21302365	1.0680135	0.25442085	0.32803124	0.26628923	0.3431164	0.31138295	0.27179632	0.25071478	0.4202699	0.4333917	0.3464781	0.3902095	0.30790603	0.16083838	0.3806413	0.44593108	0.46182397	0.484736	0.3174018	0.326994	0.22155568	0.3321346	0.4131492	0.28412002	0.20340265	0.3651615	0.50808436	0.31903183	0.35483652	0.58255374	0.4653328	0.5577119	0.37694988	0.29343006	0.3658476	0.3681619	0.4435142	0.43447548	0.3023597	0.42766184	0.31303006	0.5176711	0.23770235	0.3936248	0.3981663	0.23364966	0.38606	0.817698	0.35172895	0.32336482	0.3256228	0.34216833	0.47283497	0.38403708	0.5098363	0.34018296	0.25327724	0.27980113	0.33194038	0.51089126	0.39940315	0.51782537	0.35231653	0.36401802	0.2104162	0.37385076	0.4565736	0.38873482	0.27400136	0.3480946	0.35178968	0.3240893	0.7405618	0.30570102	0.47446457	0.401174	0.57443404	0.30952206	0.2332396	0.38574278	0.19726978
-	0.542228	0.4463046	0.5202877	1.1177797	0.46695852	0.536167	0.56068647	0.48727348	0.48798037	0.5425794	0.4737452	0.4884196	0.54103327	0.51564085	0.46386418	0.46820962	0.5302264	0.47771084	0.53339016	0.76905906	0.65664476	0.5454968	0.45198077	0.6336899	0.4822623	0.6087699	1.188518	0.5474931	0.5503816	0.7101253	0.56604564	2.1638362	0.6409961	0.46846068	0.6845951	0.5178041	0.48480076	0.44622746	0.5130023	0.46032563	0.7994291	0.49987674	0.4644621	0.53183556	0.45658413	0.3912904	0.47516775	1.213615	0.5200685	0.48261386	0.45397112	0.6257206	0.47357467	0.57192785	0.49708676	0.46876392	0.7114391	0.5984328	0.48678666	0.5680815	0.5003158	0.53320885	0.8307282	1.7798526	0.6221769	0.48946637	0.388758	0.539821	0.47811174	0.58690274	0.6044148	0.59947425	0.45766926	0.7141777	0.6314628	0.7297932	0.5391072	1.4805868	0.5882163	0.50892395	0.57750374	0.5045415	0.35476214	0.4653028	0.4485436	0.48616025	0.5107831	0.47368973	0.56312585	0.54854083	0.48170817	0.5396606	0.6456589	0.4745948	0.98829585	0.5548931	0.510782	0.742773	0.46187502	0.49353454	0.67362916	0.45466682	0.6068703	0.49321303	0.45813778	0.84620786	0.47624224	0.4161108	0.66420555	0.47220656	0.85087883	0.89613974	0.49837595	0.56185895	0.5508785	0.5448014	0.6997896	0.52563554	0.60082304	0.50848544	0.47828454	0.51384604	0.47663158	0.55048835	0.7118518	0.58088875	0.48787484	0.45532566
III	1.0402601	0.5300802	0.18176655	1.4891613	0.7900193	0.19250393	0.8818315	0.94065577	0.12807477	0.1917887	0.0	0.83313835	0.21715921	0.0363048	0.9417132	0.84096885	0.8666893	0.82597685	0.9781896	0.29201305	0.21815413	0.16257796	0.8104221	1.0299219	0.81461084	0.77132297	1.5716779	1.0195053	0.9577074	0.26918772	0.06348874	1.8069483	1.028596	0.9763012	0.6297315	0.8219228	0.0	0.85464597	0.05604413	0.82515085	1.2078207	0.021777093	0.0	0.9097061	0.9550133	0.097685814	0.088486224	1.4113302	0.93639684	0.80559045	0.07355878	0.7381798	0.6923071	0.13692605	0.076890096	0.85870373	1.0974394	0.22350198	0.8523481	0.6421812	0.9587063	0.27214575	0.4360889	2.1741316	0.2853473	0.84769464	0.01683551	0.8990922	0.08464235	0.18603915	1.0691942	0.14976293	0.063762575	0.29473394	0.33645558	0.2831272	0.8528963	1.8458474	0.27994013	0.011324406	1.0608385	0.8330647	0.32054478	0.8261037	0.15681311	0.09638801	0.1109288	0.65534383	0.38178918	0.9951362	0.89089876	0.21367624	0.22882631	0.0	1.2129259	0.17536554	0.0	0.1957431	0.51732844	0.8232275	1.0767753	0.98244786	0.43461466	0.12651308	0.87747014	1.3031644	0.2481448	0.80318874	0.23611623	0.54460055	1.2297881	1.325357	0.80608547	0.11551294	0.092142075	0.07485625	0.29208305	0.92235446	0.22559202	0.8147559	0.90189457	0.21666121	0.9008692	0.09482986	1.1301847	0.15943183	0.82862365	0.807799
أأبذرق	0.837716	0.6392174	0.75928926	0.58982366	0.8503814	1.502244	0.9811456	0.0	0.36445946	0.9589273	0.6572577	0.45865822	0.10349724	0.7472491	0.26007438	0.57293725	1.032096	1.3380086	1.2329681	0.08362535	0.97663224	1.3231312	0.6254278	0.28095627	0.79581034	0.6635996	0.0	0.46718687	0.5567776	2.013317	0.0	1.1286254	0.5113819	0.0	0.8467071	1.1788844	0.68999314	0.10696459	0.6047783	0.31273985	0.49517217	3.2186508e-05	0.00992538	0.70597756	1.0403166	0.48380792	1.2537117	1.9296517	0.4626601	0.52136815	0.46194643	1.0217202	1.5548124	0.0	0.2595713	0.59335005	1.4785173	0.0	1.421335	0.5002761	0.0020406246	0.100020766	0.301801	0.663024	0.13384035	1.4011822	0.7612364	0.6495688	0.11141801	1.566818	0.32380378	0.6683783	0.5322724	0.17609674	1.1291409	0.23661365	0.73349345	0.44700354	1.0419383	1.087643	0.053544432	0.56484973	0.5810646	0.9698441	0.5502936	0.30197972	0.57789266	1.6185477	0.6623191	0.24009094	1.1033301	0.7356047	0.9243665	0.6310605	0.26965374	0.5359682	0.028187424	0.0	0.14227971	0.6524666	0.25809333	0.77920085	1.0866365	0.6462255	0.35126927	1.2048569	1.2738917	0.6641916	1.326235	1.5273886	2.5619745	0.0	0.26943362	0.84841454	1.0766401	0.9476905	1.0250658	0.24428932	1.1763444	0.86897093	0.80639946	0.5431887	0.9472988	0.9299563	0.550032	0.2107407	0.53734016	0.22563934
أأذنا	0.0	1.9453847	0.0	0.08741936	2.3119972	1.5074873	0.15991527	0.09395577	0.0	0.4862843	0.35795414	0.4198657	0.10522543	0.6509746	1.6420788	0.0	3.2529082	0.6666168	1.9782672	3.417506	0.17531477	2.133267	3.5358253	0.0	1.0236793	2.061109	0.0	1.3714652	0.00031879544	2.8280482	0.5415844	2.2819977	2.060847	0.0	0.80298364	2.4773846	0.998067	0.46096337	3.5008895	1.2335707	1.7855582	0.0	0.0	0.81634915	0.97215676	1.3897231	0.9431056	1.772218	0.4427932	0.41378492	1.8125968	3.8477278	1.7195263	1.7923855	0.0	0.0034447312	0.7510009	2.556068	2.113282	1.3773712	0.0	0.7134336	0.30865118	0.0	1.8820106	2.6779432	0.31470865	1.035772	0.9905304	1.3793741	2.5458739	0.0	0.05883643	1.1319385	1.0032856	1.2894778	1.3180166	0.0	0.8166758	0.5797777	0.6939592	2.7054763	0.3835856	0.81405693	1.2539418	1.6694062	1.6074612	1.6862147	0.9346218	0.0	1.6304262	0.37624466	0.24111022	0.80356884	2.820017	1.0399703	0.11302979	0.7026433	0.0	0.12696657	0.2562434	0.0	0.40859154	1.4683518	1.785374	0.56347513	0.0	0.994446	0.8445178	0.7412416	2.846523	1.8862869	1.2067566	1.031954	2.5868144	0.3795756	0.488566	1.411447	2.3605444	0.22003788	0.7597313	0.45101786	0.0	0.28074947	0.93641233	0.43184966	0.0	1.9191805
أأطلب	0.15210529	0.473705	0.0	0.0	0.837944	0.87573856	0.3211791	0.0	0.0	1.0320665	0.5946025	0.7663197	0.08634448	0.013950139	0.634411	0.3210415	3.0594554	0.40030852	0.79358137	0.16983275	0.0	1.1606327	1.0796788	0.33458927	1.3817472	0.98825765	0.0	1.4127798	0.077150464	3.5261674	1.382966	1.127448	0.7641833	0.071468174	0.12149018	1.5680894	1.539068	0.32955074	1.1589761	0.68841225	0.26847348	0.0	0.0	0.44689798	0.7404028	1.6447304	1.0800498	2.1615958	0.7405999	0.30607563	0.56037927	1.6981152	0.707633	0.0	0.14371832	0.13212562	1.1564193	0.1914162	2.568735	0.52267647	0.30649066	0.283111	0.0	0.28610805	0.0	0.9281224	0.04987341	1.3353941	0.002080202	2.0538583	0.0	0.0	0.20402424	0.62996155	2.1964543	0.37512845	2.0142446	0.015839338	0.70465744	0.6913498	0.60061526	1.4998386	0.357891	0.49474072	0.111328065	0.4423595	1.212592	2.773908	0.56739783	0.0	0.0	0.084579915	1.4888821	1.7064381	0.0	0.6858343	0.09598668	0.10742317	0.07017106	1.2778316	0.47565126	0.0	0.2617297	1.8205678	0.0	1.5233005	0.7014503	0.46410832	1.3539298	0.30493557	2.972828	0.16701993	0.39776844	0.37434605	1.2984122	1.3753825	0.76786053	0.36657137	0.5764684	0.6685909	0.3578311	0.0	0.7361892	0.95796376	0.0330216	1.2524836	0.19408005	1.2146705
أأقررتم	0.64971644	0.7462951	0.47727513	0.21543056	1.0332282	0.9795722	0.87940484	0.017576873	0.015047699	0.46820197	1.159483	0.47858125	0.20162502	0.22396041	0.38228136	0.6877955	1.4829452	0.8184668	1.0109997	0.46737808	0.23645604	1.4614149	0.42318076	0.72088856	0.37576202	0.42209467	0.0	0.1945579	0.3979777	1.7570897	0.03260632	1.0887713	0.6855191	0.49625966	0.37536308	1.7586228	0.8628553	0.038794935	1.3504899	0.5373058	0.7613785	0.004555762	0.10718234	1.1617562	0.6684352	0.3417284	0.34874913	2.1663818	0.8398427	0.05828598	0.32340625	0.94433606	1.1994917	0.0	0.1563587	0.9025351	1.5793892	0.7790705	1.5980656	0.68902993	0.051210016	0.01396209	0.011884302	0.499248	0.5121596	1.674343	0.47427213	0.8470415	0.8502276	1.5985076	0.098270416	0.089975506	0.94900525	0.0057920218	0.7676076	0.81688356	0.79814625	0.7698743	1.0517341	0.97436774	0.9514284	0.47785005	0.15105322	0.76554966	0.059933096	1.0429341	0.519783	1.7249615	1.1266015	0.0032145083	0.7509638	0.75434375	0.6393379	0.8041214	0.010779619	0.68846905	0.10642783	0.40883052	0.58088917	0.12849975	0.25787365	0.6736599	0.91150504	1.2089651	0.50175834	0.46031773	1.2207482	0.22189952	1.376197	0.8329576	1.9256814	0.00822103	0.14542823	0.6754346	0.5231133	0.7549595	0.3986056	0.2633083	1.2748172	0.83930254	0.31195343	0.1220285	0.8240666	0.6730548	0.4831664	0.32911164	0.7137537	0.21536657
أألتقط	0.5892724	0.54144084	0.14107804	0.117526054	0.7078064	0.5063571	1.0966295	0.14919636	0.0649879	1.1751999	0.6228502	1.0355164	0.34683532	0.3328849	0.85179603	0.8569354	1.7537849	0.5476593	0.85710967	0.5699369	0.18729481	1.5162913	0.82811123	0.91061884	0.76686966	1.3538277	0.0	0.96713585	0.52760124	2.2527728	0.9488758	1.0021794	0.24107404	0.21119598	0.33662903	1.2864736	1.3180897	0.546964	0.626371	0.7547965	0.7436788	0.0	0.0	0.84482443	0.98050165	1.2662817	1.1445023	1.9073967	0.6567117	0.07032359	0.7538262	0.6939621	0.7734052	0.0	0.45432657	0.67549044	1.1152712	0.0	1.6629167	0.6187841	0.6694192	0.0135830045	0.0	0.14520034	0.060194135	1.0307915	0.27383822	1.5710249	0.13142493	2.005508	0.53900635	0.0	0.6422727	0.063364565	1.6333307	0.3928905	0.9975132	0.48223758	0.609247	0.863154	0.5585844	1.0653538	0.45881706	0.58183	0.004890263	0.6058812	1.139948	1.8640101	0.8564502	0.48885113	0.27406278	0.117883116	1.6591833	0.87739944	0.3473798	0.6151011	0.042466015	0.0	0.0030526817	0.45343998	0.31151378	0.4127385	0.8091138	1.7287128	0.3417896	1.7105578	1.0221882	0.655079	1.2993915	0.35075986	2.6876826	0.38308015	0.65638196	0.26166266	1.4858202	1.0943903	0.63759506	0.29163724	0.6902454	0.5375514	0.6265786	0.0	0.961655	1.0644813	0.45940012	1.3985193	0.7278677	1.2804812
أألد	0.4608546	0.48816937	0.115828246	0.07350898	1.31814	1.5088968	0.4030758	0.00017407537	0.0	0.8073397	0.8437632	0.66236895	0.09749532	0.30678245	0.19553271	0.0	2.3396535	0.88649625	0.77039707	0.38798976	0.29765385	0.7569338	1.185342	0.022876143	1.24344	0.4743968	0.0	1.0293696	0.1174283	3.1109524	0.53808135	1.0768828	1.1258683	0.31238306	0.45902804	1.7784117	1.2967894	0.352076	1.9741238	0.98569924	0.87255025	0.0	0.009548441	0.88206613	0.46822572	0.98949385	1.1115371	2.3654091	0.8557948	0.18931924	0.5085632	1.6703401	1.020382	0.0	0.040942118	0.3900282	0.9004128	0.6022859	1.9751909	1.0780369	0.09318948	0.32402527	0.31771106	0.09037295	0.17056665	1.414997	0.08917518	0.35346496	0.40841788	1.3012348	0.0	0.059530437	0.24109133	0.5718162	1.5056266	0.43171358	1.933773	0.41970956	0.8728794	0.8794073	0.9043535	1.0436343	0.47688657	0.7865828	0.51575065	0.5603292	0.7374944	2.105541	0.7737409	0.0	0.13090625	0.27901405	0.36535674	1.5116185	0.0	1.2598289	0.4344678	0.25302488	0.3047226	1.0348842	0.8500637	0.474823	0.45974815	1.4145243	0.023399174	0.773628	0.8178412	0.56777287	1.3931692	0.5312058	2.1512883	0.13090456	0.063482285	0.77713543	0.4842447	0.9190823	1.0404071	0.9102168	1.1779151	1.0040689	0.5796007	0.052120656	0.33915204	0.53715307	0.110315144	0.26882583	0.4756804	0.28291112
